lat,lng,heading,isMatch
43.64633983684207,-79.3981960255424,0.0,False
43.64632767948207,-79.40085626023716,0.0,False
43.6456225137998,-79.40120834396214,43.57541161764166,False
43.64493475925018,-79.39106101175298,261.9785707464407,False
43.6437264753565,-79.39357246297755,38.21759666328843,False
43.64358717587527,-79.40048762846732,41.79419179759719,False
43.6451147202558,-79.3968779489582,48.314610746376594,True
43.64414576728277,-79.39825286906472,346.2773331548377,False
43.64496921521874,-79.39758505002862,44.206117564181014,True
43.64627264116331,-79.39133787386316,56.31378299683115,True
43.64528991101925,-79.40287620549685,49.03690583681137,False
43.64637883144254,-79.39748181164566,79.63371795123072,False
43.64562627977487,-79.39433349843415,48.55356015588527,True
43.64450379285955,-79.39299646523847,41.50497141172233,False
43.64558043537549,-79.39455700513662,50.35728969736807,True
43.64637866172082,-79.39455477900367,89.94889087727066,False
43.64636547137866,-79.39461498294719,285.9772989653419,False
43.64639006620473,-79.39079454897347,57.651792939590756,True
43.64356200187265,-79.40061687278308,58.25415352524424,False
43.64640404675825,-79.39443524393232,283.96046428790015,False
43.64578423632032,-79.39501668854825,0.0,False
43.64419901512147,-79.39830607909107,0.0,False
43.64429249749442,-79.39833144366457,356.3495068013949,False
43.64676082275064,-79.40226931994965,229.80826578325406,False
43.64388703720852,-79.39520390684709,45.0114948225411,False
43.64578423632032,-79.39501668854825,216.86924368511993,False
43.6459037869384,-79.39967734452375,53.15650960840505,False
43.64501185770558,-79.40031594911312,0.0,False
43.64642347871114,-79.40089598886874,0.0,False
43.64541100612767,-79.40224112121598,53.67678839594461,False
43.64567814724806,-79.40092627267848,53.35487210961427,False
43.6435138349984,-79.40086495651559,39.656550887723405,False
43.64414576728277,-79.39825286906472,349.27141774401707,False
43.64590049964591,-79.39304375254636,0.0,True
43.64538537099526,-79.3910675053366,0.0,False
43.6451076187023,-79.39015641588048,78.12196726807244,False
43.64594742515036,-79.40069455151888,0.0,False
43.64637883144254,-79.39748181164566,47.73163689743347,False
43.6435270933183,-79.39065018360378,54.57724895372886,False
43.64355711338019,-79.39051112913029,81.57730375680444,False
43.64633822112458,-79.39473717446037,264.63963159782656,False
43.64501427017328,-79.39736264068267,49.043460927261634,True
43.64392725450039,-79.39142301980155,0.0,False
43.64407285896623,-79.40216735355176,52.9643022054991,True
43.64403283546918,-79.40236595517592,52.958338949935445,True
43.64506271733413,-79.39470638647373,0.0,False
43.64449780067939,-79.39973365477886,42.43812844246532,True
43.64322908034814,-79.39849885057026,57.37353850408205,False
43.64616034271,-79.3918646869709,68.0787516010626,True
43.64396165250233,-79.39296131121404,0.0,False
43.64599858290221,-79.39919158350295,56.644292005168666,False
43.64380372364506,-79.3932032167503,48.666041455913756,False
43.64526356316887,-79.39115477664717,57.12893630114215,False
43.64495552828387,-79.39764836951281,53.987265585686615,True
43.64657680233605,-79.40096108490911,9.505044433583109,False
43.64579225541699,-79.39889464864706,0.0,False
43.64461046585985,-79.39919477859462,295.96234424057985,True
43.64486023148489,-79.39142251786774,51.56222584191039,False
43.64616034271,-79.3918646869709,59.91383907148081,True
43.64584817216354,-79.38996710582762,55.73871110894981,False
43.64530180645217,-79.39597585719719,47.28341025247013,True
43.64389547131881,-79.39985656794988,0.0,False
43.64463654174463,-79.4024739678623,0.0,False
43.64463371456571,-79.40144105612313,120.57464897886717,False
43.64650151482945,-79.39687262791387,49.47811536968548,False
43.64632767948207,-79.40085626023716,0.0,False
43.64414576728277,-79.39825286906472,357.3056094766089,False
43.64645421126175,-79.39711308580183,51.44015886618551,False
43.64441757052366,-79.39111836022113,0.0,False
43.64455644940532,-79.39473328307241,0.0,False
43.64553367716807,-79.39879373280326,356.32890528904386,False
43.64642203333262,-79.39981303054554,0.0,False
43.64523803965416,-79.39126585728877,90.93063964378536,False
43.64601809302612,-79.39908989097995,67.39623478476611,False
43.6454805831812,-79.39488817457732,91.22737347887943,True
43.64509978932896,-79.4016770664714,337.50377449888344,False
43.6459263139274,-79.39955913284575,48.11036857525226,False
43.6465448991456,-79.39252176728758,0.0,False
43.64378062267333,-79.39331335334646,56.220083278800345,False
43.64614205402155,-79.39202866016831,103.75896942308057,True
43.64584721865945,-79.39329870781955,53.54209049585648,True
43.64648519010662,-79.39555818248675,0.0,False
43.64452905559667,-79.39958933118464,43.935493200040284,True
43.64428462654384,-79.40100992995968,54.9524019939378,True
43.64613737665792,-79.39849298406773,270.99009594819967,False
43.64563118464503,-79.39212980947354,0.0,False
43.64505888408014,-79.3971493404606,54.08216912830308,True
43.64510525321664,-79.40035478905708,21.57752174889628,False
43.64465329914523,-79.39334657221002,46.555313082528855,False
43.64322908034814,-79.39849885057026,269.7142173484242,False
43.64545099067522,-79.39179532830548,268.52279474599544,False
43.64595749320822,-79.39278800297285,55.129274322508344,True
43.64507809139213,-79.39028871323887,55.41497216008287,False
43.64570337884928,-79.39063368058873,82.82877934285264,False
43.64555410519399,-79.39209476477572,0.0,False
43.64414576728277,-79.39825286906472,348.3109228457291,False
43.6466217605187,-79.39634321641233,52.52541707175401,False
43.64553367716807,-79.39879373280326,356.32890528904386,False
43.64491055798232,-79.39118432249143,42.93587256732026,False
43.64505888408014,-79.3971493404606,61.87803891514666,True
43.6457964929935,-79.39353663124115,254.14267714495477,True
43.6432668038774,-79.3983122780167,49.390055491612785,False
43.64428462654384,-79.40100992995968,34.83753616023875,True
43.64509978932896,-79.4016770664714,354.0941629875833,False
43.64506271733413,-79.39470638647373,0.0,False
43.64659662981259,-79.39829947716373,348.4740958024695,False
43.64578423632032,-79.39501668854825,0.0,False
43.644131082673,-79.39016733220939,0.0,False
43.64567814724806,-79.40092627267848,51.82070013356938,False
43.64505888408014,-79.3971493404606,33.45715566027341,True
43.64615965289156,-79.39838635410626,58.57467424507849,False
43.64454693678685,-79.3905239908949,45.743058251281596,False
43.64645421126175,-79.39711308580183,44.004469314396836,False
43.6454322356706,-79.39537308650267,46.157734122142884,True
43.6450267239608,-79.390521734336,49.79365999793818,False
43.64528030215561,-79.39607747451373,69.0148032654551,True
43.64402194221545,-79.39146297097392,0.0,False
43.64439069155777,-79.39312359751517,58.635143333641125,False
43.64665910031648,-79.39623387412934,61.131232792229895,False
43.6452694343175,-79.39197320387387,6.270453500137576,False
43.64454429595968,-79.39402890887965,271.8175018995518,False
43.64356200187265,-79.40061687278308,260.6298449632444,False
43.64436534563345,-79.39464911631342,86.71371860919913,False
43.64380701149931,-79.39562005201526,53.3319198089442,False
43.64358717587527,-79.40048762846732,69.70903074265661,False
43.64492187107543,-79.40027871175954,0.0,False
43.64592831528673,-79.39291550885719,0.0,True
43.6436340800153,-79.40024538973944,54.97490408558973,False
43.64652462706048,-79.39675348057506,50.46908104303619,False
43.64590049964591,-79.39304375254636,46.41706505617618,True
43.64669482701293,-79.39834077047209,13.034986905912623,False
43.64622375779502,-79.39375933115593,349.456247414856,False
43.64668184594984,-79.39613613798355,95.7590207948295,False
43.64570543157105,-79.39396544269971,54.595139264773984,True
